name,alias
concerto healthai,concertai
concerto healthai,concertai.
cresta,"cresta intelligence, inc."
cresta,cresta intelligence inc
cresta,cresta intelligence
cyclica,cyclica inc.
cyclica,cyclica inc
darwinai,darwinai corp
dataprophet,dataprophet pty ltd
deeplite,"deeplite, inc."
deeplite,deeplite inc
deepsig,deepsig inc.
deepsig,deepsig inc
dotdata,dotdata inc.
dotdata,dotdata inc
dotdata,"dotdata accelerate data science
"
eko,eko health
eko,"eko devices, inc."
eko,eko devices
faire,"faire wholesale, inc."
faire,indigo fair
fanai,fanai inc.
featurespace,featurespace limited
featurespace,featurespace ltd
ghost locomotion,"ghost locomotion, inc."
ghost locomotion,ghost
grabango,grabango co.
hacarus,ハカルス
hacarus,hacarus inc.
healthy.io,healthy.io limited
healthy.io,healthyio ltd
heuritech,"heuritech, sas"
heuritech,heuritech sas
holomatic,禾多科技
holomatic,heduo keji
holomatic,禾多科技(北京)有限公司
holomatic,"holomatic (beijing) co., ltd."
holomatic,holomatic beijing co ltd
holomatic,"heduo technology (beijing) co., ltd."
holomatic,heduo
hugging face,"hugging face, inc."
hugging face,hugging face inc
instadeep,instadeep ltd
integrate.ai,integrate.ai inc.
integrate.ai,integrate.aitm
integrate.ai,"integrate.ai, inc."
invenia,invenia technical computing corporation
invenia,invenia technical computing corp
invenia,invenia labs
isee,"isee, inc."
isee,isee inc
isee,isee ai
konux,konux gmbh
korbit,코빗
korbit,"korbit, inc"
korbit,korbit inc
kyndi,"kyndi, inc."
kyndi,kyndi inc
lexion,lexion.
lightmatter,"lightmatter, inc."
lightmatter,lightmatter inc
loadsmart,"loadsmart, inc."
loadsmart,loadsmart inc
loadsmart,loadsmart inc.
metawave,metawave corporation
metawave,metawave corp
navvis,navvis gmbh
nnaisense,nnaisense sa
notco,the not company
notco,the not company spa
notco,not co ltd
obsidian security,"obsidian security, inc."
obsidian security,obsidian
perceptilabs,perceptilabs ab
proteinqure,proteinqure inc.
recursion pharmaceuticals,"recursion pharmaceuticals, inc."
recursion pharmaceuticals,recursion
recursion pharmaceuticals,recursion pharmaceuticals inc
replica,"replica, inc."
replica,replica inc
second spectrum,"second spectrum, inc."
sherpa,sherpa europe s.l.
sherpa,sherpa.ai
sherpa,sherpa europe sl
snyk,snyk ltd.
snyk,snyk.io
subtle medical,subtle medical inc.
subtle medical,subtle
synapse technology,synapse technology corporation
synapse technology,synapse
synapse technology,synapse technology corp
synthesia technologies,synthesia ltd.
synthesia technologies,synthesia
tachyus,tachyus corporation
tachyus,tachyus corp
tachyus,data physics
tachyus,software revolution
the yes,"the yes platform, inc."
the yes,yes inc
the yes,the yes platform
voyage,"voyage auto, inc."
wellsaid labs,"wellsaid labs, inc."
wellsaid labs,wellsaid labs inc
wellsaid labs,wellsaid
xanadu,xanadu quantum technologies inc.
zebra medical vision,"zebra medical vision, inc."
zebra medical vision,zebra-med
zebra medical vision,zebra
zebra medical vision,zebra medical vision ltd
zesty.ai,powerscout inc.
zesty.ai,dba zesty.ai
zhuiyi technology,"zhuiyi shenzhen chaoyi technology co., ltd."
zhuiyi technology,追一科技
zhuiyi technology,zhuiyi
zhuiyi technology,shenzhen zhuiyi technology co ltd
lumme inc,lumme labs
lumme inc,lumme inc.
saudi arabian oil co,saudi aramco
saudi arabian oil co,saudi arabian oil company
saudi arabian oil co,saudi arabian oil co.
intuitive surgical,intuitive
nuna inc.,nuna inc
massmutual financial group,massachusetts mutual life insurance company
electronic arts,electronic arts (ea)
meggitt plc,meggitt
opera solutions,operasolutions
opera solutions,electrifai
"kcg holdings, inc","kcg holdings, inc."
tetra tech inc,tetra tech
tetra tech inc,"tetra tech, inc."
dell inc,dell
dell inc,dell corporation ltd
guangzhou automobile industry group,广州汽车工业集团
mckesson corp,mckesson
mckesson corp,mckesson corporation
total sa,total
total sa,total s.a.
amerisourcebergen corp,amerisourcebergen
amerisourcebergen corp,amerisourcebergen corporation.
cardinal health inc,"cardinal health, inc."
cardinal health inc,cardinal health
phillips 66,phillips 66 company
valero energy corp,valero energy
valero energy corp,valero
valero energy corp,valero energy corporation
marathon petroleum corp,mpc
marathon petroleum corp,marathon petroleum
marathon petroleum corp,marathon petroleum corporation
airbus se,airbus
airbus se,airbus sas
airbus se,eads
airbus se,airbus group
airbus se,airbus aircraft
airbus se,airbus s.a.s.
united parcel service inc,united parcel service (ups)
united parcel service inc,ups
united parcel service inc,united parcel service
united parcel service inc,"united parcel service of america, inc."
united parcel service inc,"united parcel service, inc."
fedex corp,fedex corporation
fedex corp,fedex
centene,centene
centene,centene corporation
sysco corp,sysco
sysco corp,sysco corporation
humana inc,"humana, inc"
humana inc,humana
caterpillar inc,catterpillar
caterpillar inc,"caterpillar, inc"
caterpillar inc,"caterpillar, inc."
cigna corp,cigna
cigna corp,cigna corporation
ap moller - maersk a/s,maersk
ap moller - maersk a/s,a.p. moller - maersk a/s
ap moller - maersk a/s,a.p. moller u2013 maersk
general dynamics corp,general dynamics
general dynamics corp,general dynamics corporation
johnson controls international plc,johnson controls international plc
johnson controls international plc,johnson controls
johnson controls international plc,jci
safran sa,safran
safran sa,morpho
visa,visa inc.
abiomed inc,"abiomed, inc."
abiomed inc,abiomed
activision blizzard,"blizzard entertainment, inc."
activision blizzard,activision blizzard inc
advance auto parts,"advance auto parts, inc."
aes corp,aes
aflac inc,aflac incorporated
aflac inc,aflac
aflac inc,aflac inc.
aflac inc,american family life assurance company
air products & chemicals inc,"air products and chemicals, inc."
alaska air group inc,alaska airlines
alaska air group inc,"alaska airlines, inc."
alaska air group inc,alaska air group
albemarle corp,albermarle
albemarle corp,albemarle corporation
alexandria real estate equities,"alexandria real estate equities, inc."
alexandria real estate equities,alexandria
alexion pharmaceuticals,alexion pharmaceuticals inc
alexion pharmaceuticals,alexion
alexion pharmaceuticals,"alexion pharmaceuticals, inc."
align technology,"align technology, inc."
allegion,allegion plc
"allergan, plc",allergan
"allergan, plc","allergan pharmaceuticals, inc."
alliance data systems,alliance data
alliance data systems,alliance data systems corp
alliance data systems,"ads alliance data systems, inc"
alliance data systems,ads
alliant energy corp,alliant energy
alliant energy corp,alliant energy corporation
altria group inc,philip morris companies. inc.
altria group inc,"altria group, inc."
altria group inc,altria
amcor plc,amcor
amcor plc,amcor ltd
ameren corp,ameren services
ameren corp,ameren
american electric power,aep
american electric power,american electric power company inc
american tower corp.,american tower
american tower corp.,american tower corporation
american tower corp.,atc ip llc
american tower corp.,american tower corp
american water works co inc,american water works
american water works co inc,american water
american water works co inc,american water works company inc
american water works co inc,"american water works company, inc."
ameriprise financial,ameriprise financial inc
ameriprise financial,"ameriprise financial, inc."
ameriprise financial,hudson peak wealth advisors
ameriprise financial,ameriprise
ametek inc.,ametek
ametek inc.,elgar electronics corporation
ametek inc.,"ametek, inc."
ametek inc.,ametek inc
amphenol corp,amphenol corporation
amphenol corp,amphenol
ansys,"ansys, inc."
aon plc,aon
aon plc,aon plc (nyse:aon)
a.o. smith corp,a. o. smith
a.o. smith corp,a. o. smith corporation
apache corporation,apache
apache corporation,apache corp
apartment investment & management,apartment investment and management company
apartment investment & management,apartment investment and management co.
apartment investment & management,aimco
arista networks,"arista networks, inc."
arista networks,arista
arista networks,arastra
arthur j. gallagher & co.,gallagher
arthur j. gallagher & co.,arthur j. gallagher
arthur j. gallagher & co.,ajg
assurant,"assurant, inc."
atmos energy,atmos energy marketing
atmos energy,atmos energy corp
atmos energy,atmos energy marketing llc.
atmos energy,atmos energy corporation
automatic data processing,"automatic data processing, inc."
automatic data processing,adp
autozone inc,autozone
autozone inc,"autozone, inc."
"avalonbay communities, inc.","avalonbay, inc."
"avalonbay communities, inc.",avalonbay
avery dennison corp,avery dennison corporation
avery dennison corp,avery dennison
ball corp,ball corporation
the bank of new york mellon corp.,bank of new york mellon corp
the bank of new york mellon corp.,bny mellon
the bank of new york mellon corp.,the bank of new york mellon corporation
the bank of new york mellon corp.,the bank of new york mellon
baxter international inc.,baxter
baxter international inc.,baxter international
baxter international inc.,"baxter international, inc."
becton dickinson,"becton, dickinson and company"
becton dickinson,"becton, dickinson and co."
becton dickinson,bd
booking holdings inc,priceline group
booking holdings inc,booking holdings
booking holdings inc,"booking holdings, inc."
booking holdings inc,booking holdings (nasdaq: pcln)
borgwarner,borgwarner inc.
borgwarner,borgwarner inc
boston properties,"boston properties, inc."
boston properties,bxp
boston scientific,boston scientific corp
boston scientific,boston scientific corporation
broadcom inc.,broadcom
broadcom inc.,avago technologies
broadridge financial solutions,"broadridge financial solutions, inc."
broadridge financial solutions,broadridge
brown-forman corp.,brown-forman corporation
brown-forman corp.,brown-forman
brown-forman corp.,brown-forman and company
brown-forman corp.,brown-forman corp
c. h. robinson worldwide,ch robinson worldwide inc
c. h. robinson worldwide,c.h. robinson
c. h. robinson worldwide,"c.h. robinson worldwide, inc."
c. h. robinson worldwide,"c.h. robinson worldwide, inc. (c.h. robinson)"
cabot oil & gas,cabot oil & gas corp
cabot oil & gas,cabot oil & gas corporation
cadence design systems,"cadence design systems, inc."
campbell soup,campbell soup company
campbell soup,campbell soup co
campbell soup,campbell
campbell soup,campbell's
capri holdings,capri holdings limited
capri holdings,michael kors holdings limited
capri holdings,michael kors holdings
capri holdings,capri holdings ltd.
carmax inc,carmax
carmax inc,"carmax business services, llc"
carnival corp.,carnival corp
carnival corp.,carnival corporation
carnival corp.,carnival corporation & plc
carrier global,carrier
carrier global,carrier corporation
carrier global,carrier global corp
cboe global markets,"cboe global markets, inc."
cboe global markets,cboe
cboe global markets,"cboe exchange, inc."
cbre group,"cbre group, inc."
cbre group,"cbre
"
cdw corp/de,cdw corp
cdw corp/de,cdw corporation
cdw corp/de,cdw
cdw corp/de,cdw llc
celanese,celanese corporation
celanese,hoechst celanese
celanese,celanese corp
centerpoint energy,"centerpoint energy, inc."
centerpoint energy,centerpoint energy - always there ®
centurylink inc,dti holdings inc
centurylink inc,centurytel
centurylink inc,"centurylink, inc"
centurylink inc,centurylink
centurylink inc,lumen
centurylink inc,"lumen technologies, inc."
cf industries holdings inc,cf industries
cf industries holdings inc,cf industries holdings
cf industries holdings inc,cf
charles schwab corporation,charles schwab
charles schwab corporation,charles schwab corp
charles schwab corporation,charles schwab & co.
chipotle mexican grill,chipotle
chipotle mexican grill,chipotle mexican grill inc
church & dwight,"church & dwight co., inc."
cincinnati financial,cincinnati financial corp
cincinnati financial,cincinnati financial corporation
cincinnati financial,the cincinnati insurance companies
cincinnati financial,cincinnati
cintas corporation,cintas corp
cintas corporation,cintas
citizens financial group,citizens bank
citizens financial group,cfg
citizens financial group,"citizens financial group, inc"
citizens financial group,citizens
citizens financial group,"citizens bank, n.a."
citizens financial group,citizens financial group inc
citizens financial group,citizens financial
citrix systems,"citrix systems, inc."
citrix systems,citrix
the clorox company,clorox co
the clorox company,clorox
cme group inc.,cme group
cme group inc.,cme holdings
cme group inc.,chicago mercantile exchange
cme group inc.,chicago board of trade
cms energy,cms energy corp
cms energy,cms energy corporation
colgate-palmolive,colgate-palmolive co
colgate-palmolive,colgate palmolive
colgate-palmolive,colgate-palmolive company (colgate)
colgate-palmolive,colgate
colgate-palmolive,colgate-palmolive company
comerica inc.,comerica
comerica inc.,comerica bank
comerica inc.,comerica incorporated
conagra brands,conagra foods inc.
conagra brands,"conagra brands, inc.

"
concho resources,concho resources inc.
concho resources,concho
concho resources,"concho resources, inc."
consolidated edison,consolidated edison inc
consolidated edison,"conedison, inc,"
consolidated edison,con edison
consolidated edison,"consolidated edison company of new york, inc."
consolidated edison,conedison
constellation brands,"constellation brands, inc."
constellation brands,canandaigua brands
constellation brands,cbrands
the cooper companies,cooper companies inc
the cooper companies,"the cooper companies, inc."
the cooper companies,cooper
the cooper companies,cooper companies
the cooper companies,coopercompanies
copart inc,copart
copart inc,"copart, inc."
corteva,corteva agriscience
corteva,corteva inc
"coty, inc",coty
"coty, inc","coty, inc."
"coty, inc","cotytech, inc."
crown castle international corp.,crown castle
crown castle international corp.,crowncastle
csx corp.,csx corp
csx corp.,csx
csx corp.,csx corporation
cummins inc,cummins inc.
cummins inc,cummins
d. r. horton,"d.r. horton, inc."
d. r. horton,dr horton
danaher corp.,danaher
danaher corp.,danaher corporation
darden restaurants,"darden restaurants, inc."
davita inc.,davita
dentsply sirona,dentsply international
dentsply sirona,dentsply sirona inc
devon energy,devon energy corporation
devon energy,devon energy corp
diamondback energy,diamondback energy inc
diamondback energy,diamondback
diamondback energy,"diamondback energy, inc."
digital realty trust inc,digital realty
digital realty trust inc,"digital realty trust, inc."
discovery inc. class a,"discovery, inc."
discovery inc. class a,"discovery communications, llc."
discovery inc. class a,discovery
discovery inc. class a,discovery communications
dish network,dish network corp
dish network,dish network corporation
dish network,dish network l.l.c.
dish network,dish
dollar tree,"dollar tree, inc."
dominion energy,dominion energy inc
dominion energy,dominion energy technologies
dover corporation,dover
dover corporation,dover corp
dow inc.,the dow company
dow inc.,dow chemical co
dow inc.,dow
dte energy co.,dte energy
dte energy co.,dte
duke energy,duke energy corporation
duke energy,duke energy corp
duke realty corp,duke realty corporation
dxc technology,dxc technology co
dxc technology,computer sciences corporation
dxc technology,"(isi) image solutions, inc."
eastman chemical,eastman
eastman chemical,eastman chemical co
eastman chemical,eastman chemical company
ecolab inc.,economics laboratory
ecolab inc.,ecolab
edison int'l,edison international
edwards lifesciences,edwards lifesciences corporation
emerson electric company,emerson electric
emerson electric company,emerson
emerson electric company,emerson electric co
entergy corp.,entergy
entergy corp.,entergy corporation
eog resources,"eog resources, inc"
eog resources,enron oil & gas company
equifax inc.,"equifax, inc."
equifax inc.,talx
equifax inc.,equifax
equinix,"equinix, inc."
equity residential,equity apartments
"essex property trust, inc.",essex property trust
estée lauder companies,estee lauder companies inc
estée lauder companies,the estée lauder companies
estée lauder companies,estée lauder
estée lauder companies,elc
evergy,evergy inc
eversource energy,northeast utilities
eversource energy,eversource
everest re group ltd.,everest reinsurance company
everest re group ltd.,everest reinsurance
everest re group ltd.,everest
everest re group ltd.,everest re group
expeditors,expeditors international
expeditors,"expeditors international of washington, inc."
extra space storage,extra space storage inc.
f5 networks,"f5, inc."
f5 networks,f5 networks inc
f5 networks,f5
f5 networks,f5 labs
f5 networks,f5 (nasdaq: ffiv)
fastenal co,fastenal company
fastenal co,fastenal
federal realty investment trust,federal realty
fidelity national information services,fidelity national information services inc
fidelity national information services,fis
fifth third bancorp,fifth third bank
fifth third bancorp,the bancorp
fifth third bancorp,"fifth third bank, national association."
firstenergy corp,firstenergy
first republic bank,first republic
fiserv inc,"fiserv, inc."
fiserv inc,fiserv
fleetcor technologies inc,"fleetcor technologies, inc."
fleetcor technologies inc,fleetcor
fleetcor technologies inc,fuelman
fleetcor technologies inc,fleetcor technologies
flir systems,"flir systems, inc."
flir systems,flir
flowserve corporation,flowserve corp
flowserve corporation,flowserve
fmc corporation,fmc corp
fmc corporation,fmc
fmc corporation,food machinery corporation
fortinet,"fortinet, inc."
fortive corp,fortive
fortive corp,fortive corporation
fortune brands home & security,fortune brands
fortune brands home & security,"fortune brands home & security, inc."
fortune brands home & security,fortune brands home and security
fox corporation class a,tfcf corp
fox corporation class a,fox corporation
fox corporation class a,fox
franklin resources,franklin templeton investments
franklin resources,"franklin resources, inc."
franklin resources,franklin templeton
freeport-mcmoran inc.,freeport-mcmoran
freeport-mcmoran inc.,freeport-mcmoran copper & gold inc
freeport-mcmoran inc.,fcx
gap inc.,gap
garmin ltd.,garmin international
garmin ltd.,garmin
gartner inc,gartner
gartner inc,gartner consulting
gartner inc,gartner group
gartner inc,"gartner group, inc"
general mills,"general mills, inc."
general mills,general mills inc
genuine parts,genuine parts co
genuine parts,genuine parts company
genuine parts,gpc
gilead sciences,"gilead sciences, inc."
gilead sciences,gilead sciences inc
gilead sciences,gilead
globe life inc.,globe life inc
globe life inc.,globe life
globe life inc.,globe life and accident insurance
globe life inc.,globe life insurance
global payments inc.,global payments inc
global payments inc.,global payments
global payments inc.,"global payments direct, inc."
global payments inc.,global payments (nyse: gpn)
grainger (w.w.) inc.,w.w. grainger
grainger (w.w.) inc.,"w. w. grainger, inc."
grainger (w.w.) inc.,grainger
halliburton co.,halliburton
halliburton co.,halliburton company
hanesbrands inc,hanesbrands
hanesbrands inc,hanesbrands inc. (nyse:hbi)
hanesbrands inc,hanesbrands inc.
harley-davidson,harley-davidson inc.
harley-davidson,harley-davidson motor company
harley-davidson,h-d
harley-davidson,harley
harley-davidson,"h-d u.s.a., llc."
hartford financial svc.gp.,the hartford
hartford financial svc.gp.,hartford financial services group inc
hartford financial svc.gp.,hartford investment management co.
hartford financial svc.gp.,"the hartford financial services group, inc."
hasbro inc.,hasbro
healthpeak properties,"healthpeak properties, inc."
helmerich & payne,helmerich and payne inc
helmerich & payne,"helmerich & payne, inc."
helmerich & payne,h&p
helmerich & payne,hpinc
henry schein,"henry schein, inc."
the hershey company,hershey's
the hershey company,hershey co
the hershey company,hershey
the hershey company,hershey company
hess corporation,hess corp
hess corporation,hess
hilton worldwide holdings inc.,hilton
hilton worldwide holdings inc.,hilton worldwide
hilton worldwide holdings inc.,hilton hotels corporation
hollyfrontier corp,hollyfrontier corporation
hollyfrontier corp,hollyfrontier
hologic,"hologic, inc."
hormel foods corp.,hormel foods
hormel foods corp.,hormel foods corporation
host hotels & resorts,"host hotels & resorts, inc."
host hotels & resorts,"host hotels & resorts, l.p."
howmet aerospace,howmet corp.
howmet aerospace,arconic inc
howmet aerospace,howmet aerospace inc.
huntington bancshares,huntington national bank
huntington bancshares,huntington bancshares incorporated
huntington ingalls industries inc,huntington ingalls industries
huntington ingalls industries inc,"huntington ingalls industries, inc."
huntington ingalls industries inc,hii
huntington ingalls industries inc,"huntington ingalls industries, inc. (hii)"
idex corporation,idex
idex corporation,idex corp
idexx laboratories,"idexx laboratories, inc."
idexx laboratories,idexx laboratories inc
idexx laboratories,idexx
idexx laboratories,"idexx laboratories, inc. (idxx)"
ihs markit ltd.,markit ltd
ihs markit ltd.,ihs markit
illinois tool works,itw
illinois tool works,illinois tool works inc.
incyte,incyte corp
incyte,incyte corporation
ingersoll rand,"ingersoll rand, inc."
intercontinental exchange,ice
intercontinental exchange,"intercontinental exchange, inc."
intercontinental exchange,intercontinentalexchange
international paper,international paper co
interpublic group of cos inc/the,"the interpublic group of companies, inc."
interpublic group of cos inc/the,interpublic group
interpublic group of cos inc/the,interpublic group of companies inc
interpublic group of cos inc/the,ipg
interpublic group of cos inc/the,interpublic group (ipg)
interpublic group of cos inc/the,interpublic
intl flavors & fragrances,"international flavors & fragrances, inc."
intl flavors & fragrances,iff
invesco ltd.,invesco
ipg photonics corp.,ipg photonics
ipg photonics corp.,ipg photonics corporation
iron mountain incorporated,iron mountain
iron mountain incorporated,iron mountain inc
jack henry & associates,"jack henry & associates, inc."
jack henry & associates,"jack henry & associates, inc. (nasdaq: jkhy)"
jack henry & associates,jack henry & associates inc
jacobs engineering group inc,jacobs
j. b. hunt transport services,"j.b. hunt transport services, inc."
j. b. hunt transport services,jb hunt
j. b. hunt transport services,"j.b. hunt transport, inc."
jm smucker,the j.m. smucker company
jm smucker,j. m. smucker company
jm smucker,j. m. smucker
jm smucker,smucker and smucker's
juniper networks,"juniper networks, inc."
juniper networks,juniper
kansas city southern,kcs
kansas city southern,kansas city southern railway company
kellogg co.,kellogg's
kellogg co.,kellogg company
keysight technologies,keysight technologies inc.
keysight technologies,keysight
kimberly-clark,kimberly-clark corporation
kimberly-clark,halyard health
kimberly-clark,kimberly-clark corp
kimco realty,kimco realty corporation
kimco realty,kimco realty corp
kinder morgan,"kinder morgan, inc."
kinder morgan,"kinder morgan, inc. (nyse: kmi)"
kohl's corp.,kohl’s corporation
kohl's corp.,kohl’s
l brands inc.,l brands
l brands inc.,the limited
l brands inc.,l brands inc
l brands inc.,lbrands
laboratory corp. of america holding,labcorp
laboratory corp. of america holding,laboratory corporation of america
laboratory corp. of america holding,laboratory corporation of america holdings
lam research,lam research corporation
lam research,lam research corp
las vegas sands,las vagas sand crop
las vegas sands,las vegas sands corporation
las vegas sands,las vegas sands corp
leggett & platt,leggett & platt incorporated
leggett & platt,"leggett & platt, inc."
leggett & platt,leggett & platt inc
leggett & platt,leggett
leggett & platt,leggett & platt®
lennar corp.,lennar corporation
lennar corp.,lennar
lincoln national,lincoln financial group
lincoln national,lincoln national corporation
lincoln national,lincoln national corp
lincoln national,lincoln financial
lincoln national,lnc
linde plc,linde
linde plc,the linde group
linde plc,linde group
live nation entertainment,live nation entertainment inc
live nation entertainment,live nation
live nation entertainment,live nation worldwide inc
live nation entertainment,"live nation worldwide, inc."
lkq corporation,lkq corp
lkq corporation,lkq
loews corp.,loews corporation
loews corp.,loews
lyondellbasell,lyondellbasell industries holdings b.v.
lyondellbasell,lyondellbasell industries nv
lyondellbasell,lyondellbasell industries
m&t bank corp.,m&t bank corp
m&t bank corp.,m&t bank
m&t bank corp.,manufacturers and traders trust company
m&t bank corp.,manufacturers and traders bank
m&t bank corp.,m&t bank corporation
m&t bank corp.,first empire state corporation
marathon oil corp.,marathon oil corporation
marketaxess,marketaxess holdings inc.
marriott int'l.,marriott international inc
marriott int'l.,marriott international
marriott int'l.,"marriott international, inc."
marriott int'l.,marriott
marriott int'l.,marriott bonvoy
marsh & mclennan,marsh & mclennan companies
marsh & mclennan,marsh & mclennan companies inc
marsh & mclennan,mmc
marsh & mclennan,"marsh & mclennan companies, inc"
martin marietta materials,martin marietta
martin marietta materials,martin marietta materials inc
masco corp.,masco corporation
masco corp.,masco
mastercard inc.,mastercard inc
mastercard inc.,mastercard
mastercard inc.,mastercard incorporated
mastercard inc.,mastercard international incorporated
mastercard inc.,interbank card association
mccormick & co.,mccormick & company inc
mccormick & co.,mccormick
mccormick & co.,"mccormick & company, inc."
mccormick & co.,mccormick & company
mcdonald's corp.,mcdonald's corp
mcdonald's corp.,mcdonald's corporation
mcdonald's corp.,mcdonald's
mettler toledo,mettler-toledo international inc
mettler toledo,mettler-toledo international inc.
mgm resorts international,"mgm mirage
"
mgm resorts international,mgm resorts
microchip technology,microchip technology inc.
microchip technology,microchip
mid-america apartments,mid-america apartment communities inc
mid-america apartments,maa
mid-america apartments,"mid-america apartment communities, inc."
mid-america apartments,mid-america apartment communities
mohawk industries,mohawk industries inc
mohawk industries,mohawk
mohawk industries,"mohawk industries, inc."
molson coors brewing company,molson coors
molson coors brewing company,molson coors beverage co
monster beverage,monster beverage corp
monster beverage,monster beverage corporation
monster beverage,monster energy company
monster beverage,monster energy
moody's corp,moody's investors service
moody's corp,moody's
moody's corp,"moody’s investors service, inc."
the mosaic company,mosaic co
the mosaic company,the mosaic co
the mosaic company,mosaic
motorola solutions inc.,"motorola solutions, inc."
motorola solutions inc.,motorola solutions
motorola solutions inc.,motorola solutions inc
motorola solutions inc.,"motorola solutions, inc. (nyse: msi)"
motorola solutions inc.,motorola inc.
motorola solutions inc.,"motorola mobility holdings, inc."
motorola solutions inc.,motorola
msci inc,msci
msci inc,morgan stanley capital international
msci inc,msci barra
mylan n.v.,mylan
"nasdaq, inc.",nasdaq
national oilwell varco inc.,nov
national oilwell varco inc.,national oilwell varco
national oilwell varco inc.,national oilwell varco (nyse: nov)
netapp,"netapp, inc."
netapp,net app
newell brands,jarden corporation
newell brands,newell rubbermaid
newell brands,newell brands inc.
newell brands,newell company
newmont corporation,newmont mining corporation
newmont corporation,newmont mining
newmont corporation,newmont goldcorp
newmont corporation,newmont
news corp. class a,news corp.
news corp. class a,news corp
news corp. class a,news corporation
nextera energy,"nextera energy, inc."
nisource inc.,nipsco industries
nisource inc.,nisource
noble energy inc,noble energy
noble energy inc,ne
noble energy inc,noble energy inc.
noble energy inc,"noble energy, inc."
nordstrom,nordstrom inc
nordstrom,"nordstrom, inc."
norfolk southern corp.,norfolk southern corp
norfolk southern corp.,norfolk southern corporation
norfolk southern corp.,norfolk southern railway
norfolk southern corp.,norfolk southern
norfolk southern corp.,ns
norfolk southern corp.,norfolk southern railway company
norfolk southern corp.,norfolk southern railroad
northern trust corp.,northern trust
northern trust corp.,northern trust corporation
norwegian cruise line holdings,norwegian cruise line holdings ltd
norwegian cruise line holdings,norwegian cruise line holdings ltd.
norwegian cruise line holdings,norwegian cruise line holdings ltd. (nyse:nclh)
norwegian cruise line holdings,norwegian cruise line
norwegian cruise line holdings,ncl
nrg energy,"nrg energy, inc."
nrg energy,nrg
nvr inc,nvr
nvr inc,"nvr, inc."
nvr inc,"nvr, inc. (nvr)"
o'reilly automotive,o'reilly auto parts
o'reilly automotive,"o’reilly automotive, inc."
o'reilly automotive,o'reilly
o'reilly automotive,"o’reilly auto parts, corporate"
occidental petroleum,occidental petroleum corp
occidental petroleum,oxy
occidental petroleum,occidental petroleum corporation
occidental petroleum,occidental petroleum corporation (nyse: oxy)
occidental petroleum,occidental
old dominion freight line,"old dominion freight line, inc."
old dominion freight line,odfl
old dominion freight line,"old dominion freight line, inc. (nasdaq: odfl)"
omnicom group,omnicom group inc
omnicom group,omnicom
omnicom group,omnicom group inc. (nyse: omc)
omnicom group,omnicom group inc.
omnicom group,omnicom group (nyse: omc)
oneok,oneok inc
oneok,"oneok, inc."
oneok,"oneok, inc. (nyse: oke)"
otis worldwide,otis elevator company
otis worldwide,zardoya otis
otis worldwide,"zardoya otis, sa"
otis worldwide,otis
otis worldwide,otis worldwide corp
paccar inc.,paccar
paccar inc.,paccar financial
packaging corporation of america,pca
packaging corporation of america,packaging corp of america
packaging corporation of america,packaging corporation of america (pca)
parker-hannifin corp,parker hannifin
parker-hannifin corp,parker hannifin corp
parker-hannifin corp,parker
paychex inc.,"paychex, inc."
paychex inc.,paychex
paycom,"paycom software, inc"
pentair plc,pentair
people's united financial,"people's united bank, n.a."
people's united financial,"people's united financial, inc."
people's united financial,people’s united bank
perkinelmer,"perkinelmer, inc."
perkinelmer,perkin-elmer
perrigo,perrigo company plc
pinnacle west capital,pinnacle west capital corp
pinnacle west capital,pinnacle west
pinnacle west capital,pinnacle west capital corporation
pioneer natural resources,pioneer natural resources company
pioneer natural resources,pioneer natural resources co.
pnc financial services,pnc financial services group inc
pnc financial services,pnc
pnc financial services,"natcity investments, inc."
pnc financial services,"pnc financial services group, inc."
pnc financial services,pnc financial services group
pnc financial services,"the pnc financial services group, inc."
ppg industries,ppg
ppg industries,"ppg industries ohio, inc."
ppg industries,"ppg industries, inc."
ppg industries,ppg industries inc
ppg industries,"ppg industries, inc"
ppl corp.,ppl corporation
ppl corp.,pennsylvania power & ligh
ppl corp.,pp&l
ppl corp.,ppl
principal financial group,principal financial group inc
principal financial group,principal
principal financial group,"principal financial services, inc."
prologis,"prologis, inc"
prologis,prologis ventures
public serv. enterprise inc.,public service enterprise group inc
public serv. enterprise inc.,public service enterprise group (pseg)
public serv. enterprise inc.,pseg
public serv. enterprise inc.,public service enterprise group
public serv. enterprise inc.,pse&g
public serv. enterprise inc.,public service enterprise group incorporated
public serv. enterprise inc.,public service electric and gas
public storage,ps
public storage,public storage inc.
pultegroup,"pultegroup, inc."
pultegroup,pulte group
pvh corp.,pvh
pvh corp.,phillips-van heusen corporation
pvh corp.,pvh corp
qorvo,"qorvo, inc."
quanta services inc.,quanta
quanta services inc.,quanta services
quanta services inc.,"quanta services, inc."
quest diagnostics,quest diagnostics inc
quest diagnostics,quest
quest diagnostics,quest diagnostics incorporated
ralph lauren corporation,ralph lauren
ralph lauren corporation,ralph lauren corp
raymond james financial inc.,raymond james
raymond james financial inc.,"raymond james financial services, inc."
raymond james financial inc.,raymond james technology and communications investment banking group
realty income corporation,realty income
realty income corporation,realty income corp
realty income corporation,the monthly dividend company
regency centers corporation,regency centers corp
regency centers corporation,regency centers
regency centers corporation,regency
regency centers corporation,regency square properties
regions financial corp.,regions financial corporation
regions financial corp.,regions financial
regions financial corp.,regions bank
